"filename","starttime","forecasttime","ftype"
"8Oct2001_21.mmo",8/10/2001 13:00:00,8/10/2001 13:00:00,"normal"
"8Sep2000_10.mmo",8/9/2000 02:00:00,8/9/2000 04:00:00,"normal"
"8Sep2000_23.mmo",8/9/2000 13:00:00,8/9/2000 13:00:00,"normal"
"8Sep2001_09.mmo",8/9/2001 02:00:00,8/9/2001 04:00:00,"normal"
"8Sep2001_21.mmo",8/9/2001 13:00:00,8/9/2001 13:00:00,"normal"
"9Apr2001_09.mmo",9/4/2001 02:00:00,9/4/2001 04:00:00,"normal"
"9Apr2001_21.mmo",9/4/2001 13:00:00,9/4/2001 13:00:00,"normal"
"9Apr2002_09.mmo",9/4/2002 02:00:00,9/4/2002 04:00:00,"normal"
"9Apr2002_21.mmo",9/4/2002 13:00:00,9/4/2002 13:00:00,"normal"
"9Aug2000_10.mmo",9/8/2000 02:00:00,9/8/2000 04:00:00,"normal"
"9Aug2000_23.mmo",9/8/2000 13:00:00,9/8/2000 13:00:00,"normal"
"9Aug2001_09.mmo",9/8/2001 02:00:00,9/8/2001 04:00:00,"normal"
"9Aug2001_21.mmo",9/8/2001 13:00:00,9/8/2001 13:00:00,"normal"
"9Dec2001_08.mmo",9/12/2001 01:00:00,9/12/2001 03:00:00,"normal"
"9Dec2001_20.mmo",9/12/2001 12:00:00,9/12/2001 12:00:00,"normal"
"9Feb2001_09.mmo",9/2/2001 01:00:00,9/2/2001 03:00:00,"normal"
"9Feb2001_21.mmo",9/2/2001 12:00:00,9/2/2001 12:00:00,"normal"
"9Feb2002_08.mmo",9/2/2002 01:00:00,9/2/2002 03:00:00,"normal"
"9Feb2002_21.mmo",9/2/2002 12:00:00,9/2/2002 12:00:00,"normal"
"9Jan2001_11.mmo",9/1/2001 01:00:00,9/1/2001 03:00:00,"normal"
"9Jan2001_21.mmo",9/1/2001 12:00:00,9/1/2001 12:00:00,"normal"
"9Jan2002_08.mmo",9/1/2002 01:00:00,9/1/2002 03:00:00,"normal"
"9Jan2002_21.mmo",9/1/2002 12:00:00,9/1/2002 12:00:00,"normal"
"9Jul2001_09.mmo",9/7/2001 02:00:00,9/7/2001 04:00:00,"normal"
"9Jul2001_21.mmo",9/7/2001 13:00:00,9/7/2001 13:00:00,"normal"
"9Jun2000.mmo",9/6/2000 13:00:00,9/6/2000 13:00:00,"normal"
"9Mar2001_09.mmo",9/3/2001 01:00:00,9/3/2001 03:00:00,"normal"
"9Mar2001_22.mmo",9/3/2001 12:00:00,9/3/2001 12:00:00,"normal"
"9Mar2002_08.mmo",9/3/2002 01:00:00,9/3/2002 03:00:00,"normal"
"9Mar2002_21.mmo",9/3/2002 12:00:00,9/3/2002 12:00:00,"normal"
"9May2001_10.mmo",9/5/2001 02:00:00,9/5/2001 04:00:00,"normal"
"9May2001_21.mmo",9/5/2001 13:00:00,9/5/2001 13:00:00,"normal"
"9May2002_09.mmo",9/5/2002 02:00:00,9/5/2002 04:00:00,"normal"
"9May2002_21.mmo",9/5/2002 13:00:00,9/5/2002 13:00:00,"normal"
"9Nov2000_09.mmo",9/11/2000 01:00:00,9/11/2000 03:00:00,"normal"
"9Nov2000_21.mmo",9/11/2000 12:00:00,9/11/2000 12:00:00,"normal"
"9Nov2001_09.mmo",9/11/2001 01:00:00,9/11/2001 03:00:00,"normal"
"9Nov2001_21.mmo",9/11/2001 12:00:00,9/11/2001 12:00:00,"normal"
"9Oct2000_10.mmo",,,"empty"
"9Oct2001_08.mmo",9/10/2001 02:00:00,9/10/2001 04:00:00,"normal"
"9Oct2001_21.mmo",9/10/2001 13:00:00,9/10/2001 13:00:00,"normal"
"9Sep2000_09.mmo",9/9/2000 02:00:00,9/9/2000 04:00:00,"normal"
"9Sep2000_23.mmo",9/9/2000 13:00:00,9/9/2000 13:00:00,"normal"
"9Sep2001_08.mmo",9/9/2001 02:00:00,9/9/2001 04:00:00,"normal"
"9Sep2001_21.mmo",9/9/2001 13:00:00,9/9/2001 13:00:00,"normal"
