"filename","author","forecasttime","ftype","section1"
"11Aug2000_02.prn","F4",11/8/2000 04:00:00,"normal","1.INFERENCE 0300 GMT, FRIDAY,           11-Aug   2000 LOW 1005MB, SOUTHERN NORWAY, WILL DRIFT EAST TO THE GULF OF FINLAND BY LATE TOMORROW. ASSOCOATED FRONTAL OCCLUSION, OVER THE NORTHERN NORTH SEA, WILL CONTINUE TO WEAKEN AND DISSIPATE DURING TODAY AS A RIDGE OF HIGH PRESSURE, PRESENTLY OVER THE BRITISH ISLES, MOVES EAST TO BE LYING FROM THE EAST SHETLAND BASIN TO HOLLAND BY MIDNIGHT. THIS RIDGE WILL DRIFT SLOWLY EAST INTO NORWAY AND DENMARK BY SUNDAY EVENING. AN ATLANTIC FRONTAL TROUGH WILL MOVE EAST TO BECOME SLOW MOVING FROM FAEROES TO THE WESTERN NORTH SEA BY LATE SUNDAY. -"
"11Aug2000_14.prn","F5",11/8/2000 13:00:00,"normal","1.INFERENCE 1200 GMT, FRIDAY,           11-Aug   2000 A RIDGE OVER THE NORTH SEA WILL MOVE SLOWLY EAST INTO NORWAY TONIGHT AND TOMORROW, WHILE AN ATLANTIC FRONT WEST OF SCOTLAND MOVES SLOWLY EAST, WEAKENING OVER THE WESTERN NORTH SEA TOMORROW NIGHT. A DEVELOPING ATLANTIC LOW WILL MOVE NE INTO IRELAND LATER ON SUNDAY."
"11Aug2001_14.prn","F4",11/8/2001 13:00:00,"normal","1.INFERENCE 1200 GMT, SATURDAY,         11-Aug   2001 RIDGE OF HIGH PRESSURE, OVER THE EASTERN NORTH SEA, WILL MOVE EAST AND DECLINE. LOW 998MB, BETWEEN SCOTLAND AND ICELAND, WILL MOVE ENE AND DEEPEN EXPECTED 991MB NEAR FAEROES BY MIDNIGHT, THEN 989MB NEAR 63N 000E/W BY TOMORROW AFTERNOON. IT IS THEN EXPECTED TO START FILLING AS IT DRIFTS TO THE HALTENBANKEN 993MB BY MONDAY. ASSOCIATED WARM FRONT WILL MOVE EAST ACROSS THE EAST SHETLAND BASIN AND NORTH SEA THIS EVENING. FOLLOWING COLD FRONT WILL CROSS THE EAST SHETLAND BASIN BY TOMORROW MORNING, THEN MOVE SLOWLY SOUTHEAST ACROSS THE NORTH SEA DURING TOMORROW. -"
"11Dec2000_14.prn","F5",11/12/2000 12:00:00,"normal","1.INFERENCE 1200 GMT, MONDAY,           11-Dec   2000 THE UNSETTLED SPELL WILL CONTINUE, WITH ONE LOW MOVING NE TO THE WEST OF SCOTLAND LATER TONIGHT AND ANOTHER VIGOROUS LOW MOVING NE ACROSS IRELAND AND SOUTHERN SCOTLAND INTO THE NORTHERN NORTH SEA TOMORROW NIGHT."
"11Dec2001_02.prn",,11/12/2001 03:00:00,"normal","1.INFERENCE 0300 GMT, TUESDAY,          11-Dec   2001 HIGH PRESSURE WILL PERSIST OVER THE U.K./NORTH SEA THROUGHOUT."
"11Dec2001_14.prn",,,"empty",
"11Feb2002_04.prn","F4",11/2/2002 03:00:00,"normal","1.INFERENCE 0300 GMT, MONDAY,           11-Feb   2002 DEVELOPING LOW OVER SCOTLAND, WILL MOVE ENE INTO THE NORTHERN NORTH SEA BY MIDDAY, THEN ACROSS SOUTHERN NORWAY THIS EVENING. A FURTHER LOW IS EXPECTED TO MOVE EAST ACROSS SCOTLAND AND NORTHERN NORTH SEA DURING TOMORROW. HIGH PRESSURE WILL BUILD FROM ICELAND TO THE EAST SHETLAND BASIN BY TOMORROW AFTERNOON. A FURTHER RIDGE OF HIGH PRESSURE IS EXPECTED TO BUILD OVER SCOTLAND AND IRELAND BY LATE WEDNESDAY. -"
"11Feb2002_14.prn","F1",11/2/2002 12:00:00,"normal","1.INFERENCE 1200 GMT, MONDAY,           11-Feb   2002 LOW OVER THE NORTHERN NORTH SEA WILL MOVE EAST OVERNIGHT. ANOTHER LOW AROUND  56N 20W  WILL MOVE SLOWLY EAST TO BE OVER SCOTLAND BY TOMORROW AND WILL WEAKEN. HIGH PRESSURE WILL SLOWLY BUILD SE'WARDS TO BE BETWEEN ICELAND AND SCOTLAND LATER TOMORROW AND OVER THE NORTHERN NORTH SEA BY LATE WEDNESDAY.  -"
"11Jan2001_02.prn",,11/1/2001 03:00:00,"normal","1.INFERENCE 0300 GMT, THURSDAY,         11-Jan   2001 HIGH (1031 MB), 60N 10W WILL BUILD AND DRIFT SE,EXPECTED (1036 MB) OVER THE CENTRAL NORTH SEA BY MIDDAY SATURDAY."
"11Jan2001_13.prn","F4",11/1/2001 12:00:00,"normal","1.INFERENCE 1200 GMT, THURSDAY,         11-Jan   2001 HIGH 1033MB, JUST WNW OF THE HEBRIDES, WILL DRIFT EAST INTO THE NORTHERN NORTH SEA BY TOMORROW AFTERNOON, THEN SPLIT INTO TWO CENTRES, ONE OVER SOUTHERN NORWAY BY SATURDAY, AND THE OTHER OVER GERMAN BIGHT. -"
"11Jan2002_04.prn","F4",11/1/2002 03:00:00,"normal","1.INFERENCE 0300 GMT, FRIDAY,           11-Jan   2002 PRESSURE WILL REMAIN HIGH OVER THE EUROPEAN CONTINENT. A WARM FRONT WILL MOVE ENE ACROSS THE BRITISH ISLES TODAY AND THE NORTH SEA DURING TONIGHT AND EARLY TOMORROW. A COLD FRONT, PRESENTLY LYING FROM EASTERN ICELAND TO MID ATLANTIC, WILL BECOME SLOW MOVING FROM THE NORTHERN BALTIC TO NEAR FAEROES BY SATURDAY AFTERNOON, THEN MOVE AWAY NNE. AN ATLANTIC COLD FRONT WILL MOVE EAST ACROSS THE BRITISH ISLES AND NORTH SEA DURING SUNDAY. -"
"11Jan2002_16.prn","F2",11/1/2002 12:00:00,"normal","1.INFERENCE 1200 GMT, FRIDAY,           11-Jan   2002 HIGH PRESSURE OVER SOUTHERN EUROPE WILL DRIFT SLOWLY EASTWARDS. DEVELOPING DEPRESSION 1003MB OVER THE MID-ATLANTIC WILL MOVE NORTHWARDS TO BE NEAR FAEROES BY EARLY SUNDAY  AND OFF NORTHERN NORWAY BY SUNDAY AFTERNOON. ASSOCIATED FRONTAL TROUGH WILL SWING EASTWARDS OVER THE NORTH SEA ON SUNDAY."
"11Jul2000.prn","F1",11/7/2000 04:00:00,"normal","1.INFERENCE 0300 GMT, TUESDAY,          11-Jul   2000 LOW OVER THE SOUTHERN NORTH SEA WILL MOVE SLOWLY NE THEN EAST AND WILL WEAKEN AS IT CROSSES DENMARK LATER TODAY. A LEE TROUGH ALONG THE COAST OF NORWAY WILL WEAKEN TOMORROW. A RIDGE FROM WEST OF IRELAND TO EAST OF ICELAND WILL MOVE ESE ACROSS THE NORTHERN NORTH SEA LATER TOMORROW/EARLY THURSDAY. A WEAK FRONT WILL MOVE EAST AND WILL CROSS THE NORTH SEA LATER THURSDAY."
"11Jul2001_14.prn","F4",11/7/2001 13:00:00,"normal","1.INFERENCE 1200 GMT, WEDNESDAY,        11-Jul   2001 TROUGH OF LOW PRESSURE, LYING ALONG THE NORWEGIAN COAST, WILL DRIFT SLOWLY WESTWARDS TO BECOME SLOW MOVING NEAR 005E BY TOMORROW AFTERNOON. LOW 990MB, JUST NE OF THE MORAY FIRTH, WILL CONTINUE DRIFTING EAST TO BECOME SLOW MOVING OVER THE NORTHERN NORTH SEA BY THIS EVENING, THEN INTO SOUTHERN NORWAY DURING FRIDAY. HIGH PRESSURE WILL SLOWLY BUILD FROM ICELAND TO WEST OF IRELAND DURING TOMORROW AND FRIDAY. -"
"11Jun2001_10.prn","F3",11/6/2001 04:00:00,"normal","1.INFERENCE 0300 GMT, MONDAY,           11-Jun   2001 THE COMPLEX LOW PRESSURE AREA OVER SCANDINAVIA WILL SEPARATE WITH ONE LOW GOING NORTH TOWARDS SPITZBERGEN AND THE OTHER EAST ACROSS THE BALTIC SEA.SHALLOW LOW (1013 MB),NORTH OF SHETLAND,WILL MOVE SOUTHEAST,EXPECTED OVER DENMARK (1008 MB),BY LATE THIS EVENING. THEN MOVING AWAY EAST.ANOTHER SHALLOW LOW PRESENTLY OVER ICELAND WILL MOVE ESE,CROSSING THE EAST SHETLAND BASIN WEDNESDAY MORNING THEN TRANSFERRING SOUTHEAST ACROSS SOUTHERN NORWAY.A RIDGE OF HIGH PRESSURE WILL BUILD OVE THE SOUTHERN AND CENTRAL NORTH SEA BY LATE TUESDAY EVENING THEN DECLINING AND MOVING EAST ON WEDNESDAY."
"11Jun2001_13.prn","F2",11/6/2001 13:00:00,"normal","1.INFERENCE 1200 GMT, MONDAY,           11-Jun   2001 RIDGE OF HIGH PRESSURE FROM BISCAY TO WEST OF SCOTLAND WILL DECLINE AS IT MOVES EASTWARDS. SHALLOW LOW OVER THE CENTRAL NORTH SEA WILL MOVE QUICKLY ESE TO THE SOUTHERN BALTIC BY TUESDAY MORNING. A SHALLOW LOW OVER ICELAND WILL MOVE SOUTHEAST TO BE OVER SHETLAND BY WEDNESDAY. A COMPLEX AREA OF LOW PRESSURE OVER THE ATLANTIC WILL MOVE EASTWARDS TO BE SW OF IRELAND BY THURSDAY."
"11Mar2001_01.prn","F2",11/3/2001 03:00:00,"normal","1.INFERENCE 0300 GMT, SUNDAY,           11-Mar   2001 DEPRESSION 972MB SOUTH OF ICELAND WILL FILL GRADUALLY AS IT MOVES SLOWLY WESTWARDS, THEN STARTS TO SINK SOUTHWARDS ON MONDAY. A DEVELOPING DEPRESSON OVER SW IRELAND WILL MOVE NORTHEAST TO BE 989MB OVER THE CENTRAL NORTH SEA BY MONDAY MORNING, BECOMING SLOWER MOVING AS IT DRIFTS OVER SOUTHERN NORWAY ON TUESDAY."
"11Mar2002_04.prn","F4",11/3/2002 03:00:00,"normal","1.INFERENCE 0300 GMT, MONDAY,           11-Mar   2002 LOW 969MB, JUST WEST OF THE HEBRIDES, IS EXPECTED TO MOVE NORTHEAST TO BE 986MB OVER THE EAST SHETLAND BASIN BY MIDNIGHT, AND 998MB OVER THE NORTHERN BALTIC SEA BY WEDNESDAY. ASSOCIATED FRONTAL OCCLUSION, PRESENTLY OVER MID ATLANTIC, WILL MOVE SE TO CROSS THE EAST SHETLAND BASIN AND SCOTLAND LATER TONIGHT, THEN THE NORTHERN NORTH SEA DURING TOMORROW MORNING. A RIDGE OF HIGH PRESSURE WILL BUILD OVER SCOTLAND, EAST SHETLAND BASIN AND NORTHERN NORTH SEA BY WEDNESDAY."
"11May2001_03.prn","F3",11/5/2001 04:00:00,"normal","1.INFERENCE 0300 GMT, FRIDAY,           11-May   2001 HIGH (1031 MB),NORTH OF SHETLAND,WILL GRADUALLY DECLINE BUT A RIDGE WILL EXTEND WESTWARDS TO THE SOUTH OF ICELAND WHILST ANOTHER RIDGE BUILDS SOUTHEAST ACROSS THE NORTH SEA.THE HIGH WILL DECLINE DURING SATURDAY BEING SQUEEZED OUT SIMULTANEOUSLY FROM THE NORTHEAST AND THE SOUTHWEST BY TWO COLD FRONTS,ONE MOVING DOWN SCANDINAVIA TO AFFECT THE EAST SHETLAND BASIN BY MIDDAY SUNDAY WHILST ANOTHER MOVES NE FROM THE BAY OF BISCAY TO AFFECT SW EIRE AND SW ENGLAND BY THE SAME TIME."
"11May2001_13.prn","F4",11/5/2001 13:00:00,"normal","1.INFERENCE 1200 GMT, FRIDAY,           11-May   2001 HIGH 1029MB, TO THE NORTH OF SHETLAND, EXTENDS A RIDGE INTO THE CENTRAL NORTH SEA AND IS EXPECTED TO DECLINE ON SUNDAY. A WEAK COLD FRONT IS EXPECTED TO MOVE SOUTH FROM THE NORWEGIAN SEA TO BE LYING FROM THE SKAGERRAK TO SHETLAND BY SUNDAY AFTERNOON. -"
"11Nov2000_02.prn","F3",11/11/2000 03:00:00,"normal","1.INFERENCE 0300 GMT, SATURDAY,         11-Nov   2000 LOW (985 MB),57N 18W,WILL DRIFT SE,EXPECTED (985 MB) OFF NORTHERN IRELAND BY LATE TONIGHT THEN DRIFTING NE,EXPECTED (984 MB) IN THE MORAY FIRTH BY MIDDAY SUNDAY AND (988 MB) OVER THE EAST SHETLAND BASIN BY MIDDAY MONDAY.THE ASSOCIATED FRONTAL SYSTEM WILL AFFECT THE NORTHERN NORTH SEA THIS MORNING AND THE EAST SHETLAND BASIN THIS AFTERNOON,CLEARING BY MID EVENING.AN ATLANTIC FRONTAL WAVE LOW IS EXPECTED OVER BISCAY (1000 MB) BY MIDDAY SUNDAY THEN MOVING NE TO REACH DENMARK (993 MB) BY MIDDAY MONDAY."
"11Nov2000_15.prn","F5",11/11/2000 12:00:00,"normal","1.INFERENCE 1200 GMT, SATURDAY,         11-Nov   2000 LOW PRESSURE OFF NW IRELAND WILL MOVE SLOWLY EAST, WITH A NEW LOW FORMING OVER THE NORTHERN NORTH SEA TONIGHT THEN MOVING SW TO LIE OVER NW SCOTLAND BY TOMORROW NIGHT. THE LOWS WILL THEN MOVE EAST AND FILL ON MONDAY."
"11Nov2001_02.prn","F4",11/11/2001 03:00:00,"normal","1.INFERENCE 0300 GMT, SUNDAY,           11-Nov   2001 DEEP LOW 951MB, OVER THE NORTHERN NORWEGIAN SEA, WILL MOVE EAST INTO NORTHERN NORWAY BY THIS EVENING, AND START TO FILL. A SHALLOW LOW 1010MB, IS EXPECTED OVER WESTERN SCOTLAND LATER TONIGHT, THEN MOVE SOUTHWARDS INTO WALES BY MONDAY AFTERNOON AS A WEAK RIDGE OF HIGH PRESSURE BUILDS OVER SCOTLAND BY TUESDAY. -"
"11Nov2001_15.prn","F2",11/11/2001 12:00:00,"normal","1.INFERENCE 1200 GMT, SUNDAY,           11-Nov   2001 DEPRESSION 969MB OVER NORTHERN NORWAY WILL GRADUALLY FILL AS IT MOVES EASTWARDS. A SHALLOW LOW WEST OF SCOTLAND WILL RUN QUICKLY EASTWARDS OVER SCOTLAND OVERNIGHT TO BE SOUTHERN SWEDEN BY MONDAY AFTERNOON.  HIGH PRESSURE TO THE SW OF BRITAIN WILL BUILD A WEAK RIDGE NORTHWESTWARDS TO SCOTLAND ON TUESDAY. AN AREA OF LOW PRESSURE WILL THE ENTER THE DENMARK STRAIT AND MOVE EASTWARDS TO THE NORWEGIAN SEA BY LATE THURSDAY."
"11Oct2000_03.prn","F4",11/10/2000 04:00:00,"normal","1.INFERENCE 0300 GMT, WEDNESDAY,        11-Oct   2000 LOW 968MB, OVER SCOTLAND WILL DRIFT SW TO NORTHERN IRELAND BY THIS AFTERNOON, THEN FILL AS IT DRIFTS SE INTO THE CELTIC SEA BY EVENING. A FURTHER LOW 964MB, PRESENTLY OVER SW ENGLAND, WILL MOVE NE TO NEAR EASINTON BY MIDDAY, THEN NNW TO BECOME SLOW MOVING ABEAM BERWICK BY MIDNIGHT. A FRONTAL TROUGH, FROM NW SCOTLAND TO SOUTHERN NORWAY, WILL MOVE AWAY NW'WARDS WHILST A FURTHER FRONT IS EXPECTED TO MOVE NORTHWARDS ACROSS THE CENTRAL AND NORTHERN NORH SEA THIS AFTERNOON AND TONIGHT. -"
"11Oct2000_16.prn","F5",11/10/2000 13:00:00,"normal","1.INFERENCE 1200 GMT, WEDNESDAY,        11-Oct   2000 THE DEEP LOW OFF NE ENGLAND WILL BECOME SLOW MOVING OVER SE SCOTLAND TONIGHT THEN FILL STEADILY TOMORROW, BEFORE MOVING NE INTO THE NORTHERN NORTH SEA ON FRIDAY. ASSOCIATED FRONT OVER THE CENTRAL NORTH SEA WILL MOVE STEADILY NORTH ACROSS ALL AREAS THIS EVENING AND TONIGHT."
"11Oct2001_02.prn","F2",11/10/2001 04:00:00,"normal","1.INFERENCE 0300 GMT, THURSDAY,         11-Oct   2001 HIGH PRESSURE OVER FRANCE WILL MOVE GRADUALLY EASTWARDS. FRONTAL DEPRESSION OFF NW SCOTLAND WILL MOVE RAPIDLY NORTHEAST TO BE 997MB OVER THE HALTENBANKEN BY EARLY FRIDAY. A WARM FRONTAL TROUGH OVER SCOTLAND WILL MOVE NORTHEASTWARDS OVER THE NORTH SEA DURING THE MORNING WITH THE FOLLOWING COLD FRONT SWINGING SOUTHEAST TO BECOME SLOW MOVING OVER THE CENTRAL NORTH SEA ON FRIDAY."
"11Oct2001_14.prn","F1",11/10/2001 13:00:00,"normal","1.INFERENCE 1200 GMT, THURSDAY,         11-Oct   2001 A FRONTAL WAVE AROUND  58N 12W  WILL MOVE NE TONIGHT AND WILL BE OVER THE NORWEGIAN COAST AT  65N  BY TOMORROW MORNING. THE LOW WILL THEN MOVE ESE AND WEAKEN. THE ASSOCIATED WARM FRONT WILL CLEAR THE NORTHERN NORTH SEA THIS EVENING. THE FOLLOWING COLD FRONT WILL MOVE SLOWLY ESE ACROSS THE NORTHERN NORTH SEA TOMORROW. A FRONTAL SYSTEM WILL MOVE NE ACROSS THE NORWEGIAN SEA LATER SATURDAY/SUNDAY."
"11Sep2000_02.prn","F3",11/9/2000 04:00:00,"normal","1.INFERENCE 0300 GMT, MONDAY,           11-Sep   2000 SHALLOW LOW (1014 MB),OFF SW IRELAND,WILL DRIFT NE ACROSS THE SCOTTISH BORDERS,DEEPENING,EXPECTED (1007 MB) OVER THE CENTRAL NORTH SEA BY 0600 GMT TUESDAY THEN MOVING SE ACROSS THE GERMAN BIGHT TO REACH NW GERMANY (1010 MB) BY LATE WEDNESDAY EVENING. SLOW MOVING HIGH (1023 MB),SHETLAND,WILL DRIFT NE TO LIE JUST NORTH OF THE EAST SHETLAND BASIN BY LATE THIS EVENING,REACHING THE LOFOTEN ISLANDS,(1024 MB),BY MIDDAY WEDNESDAY."
"11Sep2000_14.prn","F2",11/9/2000 13:00:00,"normal","1.INFERENCE 1200 GMT, MONDAY,           11-Sep   2000 DEPRESSION OVER NORTHERN IRELAND WILL MOVE SLOWLY NORTHEAST TO BE EAST OF DUNDEE BY MIDDAY TUESDAY. IT WILL THEN BEGIN TO FILL AS IT TRACKS SOUTHEAST TO BE OVER POLAND BY LATE WEDNESDAY. HIGH PRESSURE BUILDING NORTH OF SHETLAND WILL DRIFT NORTHEAST TO THE HALTENBANKEN BY TUESDAY AFTERNOON."
"11Sep2001_13.prn","F4",11/9/2001 13:00:00,"normal","1.INFERENCE 1200 GMT, TUESDAY,          11-Sep   2001 LOW 997MB, SOUTHERN BALTIC, WILL CONTINUE TO FILL. A COMPLEX LOW, TO THE SOUTH OF ICELAND EARLY TOMORROW, WILL MOVE EAST INTO THE EAST SHETLAND BASIN BY LATE WEDNESDAY, THEN SOUTHEAST TO NORTHERN DENMARK BY FRIDAY. ASSOCIATED FRONTAL TROUGH WILL MOVE SOUTHEAST ACROSS THE BRITISH ISLES AND NORTH SEA DURING TOMORROW."
"12Apr2001_04.prn","F3",12/4/2001 04:00:00,"normal","1.INFERENCE 0300 GMT, THURSDAY,         12-Apr   2001 LOW (1011 MB),OVER SOUTHERN SWEDEN,WILL DEEPEN TODAY THEN START TO DRIFT SE,FILLING LATER THIS EVENING THROUGH THURSDAY.THE RIDGE OF HIGH PRESSURE COVERING THE U.K.WILL DRIFT EAST TO COVER THE  EAST SHETLAND BASIN/NORTH SEA BY THIS EVENING THEN EDGING EAST AS AN OCCLUDING ATLANTIC FRONTAL SYSTEM MOVES EAST TO AFFECT THE EAST SHETLAND BASIN/NORTHERN NORTH SEA SATURDAY MORNING."
"12Apr2001_13.prn","F4",12/4/2001 13:00:00,"normal","1.INFERENCE 1200 GMT, THURSDAY,         12-Apr   2001 LOW 1007MB, OVER THE SOUTHERN BALTIC SEA, WILL MOVE SE INTO POLAND BY TOMORROW MORNING THEN FILL. A RIDGE OF HIGH PRESSURE, FROM NORTH OF FAEROES TO CENTRAL ENGLAND, WILL DRIFT EAST TO BE LYING FROM NORTHERN FINLAND TO DENMARK BY SATURDAY EVENING. AN ATLANTIC FRONTAL SYSTEM WILL MOVE EAST TO AFFECT FAEROES AND SCOTLAND ON FRIDAY, AND THE NORWEGIAN AND NORTH SEA DURING SATURDAY. -"
"12Apr2002_04.prn","F3",12/4/2002 04:00:00,"normal","1.INFERENCE 0300 GMT, FRIDAY,           12-Apr   2002 LOW (1007 MB),HALTENBANK,WILL MOVE NNE FILLING.THE COMPLEX LOW OVER THE WESTERN MEDITERRANEAN WILL START TO MOVE NE LATER SATURDAY. THE RIDGE OF HIGH PRESSURE FROM THE CENTRAL ATLANTIC TO EAST OF NORTHERN GREENLAND WILL MOVE EAST TO CROSS HALTENBANK/EAST SHETLAND BASIN AND THE U.K. SATURDAY AFTERNOON.A WEAKENING OCCLUSION WILL MOVE EAST TO LIE DOWN THE NORTH SEA LATE SUNDAY THROUGH MONDAY."
"12Apr2002_14.prn","F4",12/4/2002 13:00:00,"normal","1.INFERENCE 1200 GMT, FRIDAY,           12-Apr   2002 FRONTAL TROUGH, FROM WESTERN NORWAY TO NE ENGLAND WILL DISSIPATE DURING THE NEXT 24 HOURS. A RIDGE OF HIGH PRESSURE, FROM JUST EAST OF ICELAND TO JUST NW OF IRELAND, WIIL DRIFT ESE INTO NORWAY AND THE NORTH SEA BY SUNDAY. AN ATLANTIC FRONTAL TROUGH WILL MOVE EAST TO FAEROES AND WESTERN BRITISH ISLES BY LATE SATURDAY, THEN INTO THE EAST SHETLAND BASIN AND NORTH SEA BY LATE SUNDAY. -"
"12Aug2000_03.prn","F4",12/8/2000 04:00:00,"normal","1.INFERENCE 0300 GMT, SATURDAY,         12-Aug   2000 RIDGE OF HIGH PRESSURE, FROM THE EAST SHETLAND BASIN TO HOLLAND, WILL DRIFT EAST INTO SCANDINAVIA AND THE CONTINENT BY MIDNIGHT. FRONTAL TROUGH, OVER THE WESTERN BRITISH ISLES, WILL MOVE EAST TO BECOME SLOW MOVING OVER SHETLAND AND THE WESTERN NORTH SEA, BY LATER TONIGHT. DEVELOPING ATLANTIC LOW, TO THE SW OF IRELAND EARLY ON SUNDAY, WILL MOVE NNE, EXPECTED 999MB NEAR THE FAEROES BY LATE MONDAY. -"
"12Aug2000_14.prn","F5",12/8/2000 13:00:00,"normal","1.INFERENCE 1200 GMT, SATURDAY,         12-Aug   2000 A FRONT OVER SCOTLAND WILL MOVE SLOWLY EAST AND BECOME SLOW MOVING OVER THE WESTERN NORTH SEA BY TOMORROW. AN ATLANTIC LOW WILL MOVE NE INTO IRELAND TOMORROW EVENING THEN CONTINUE NE ACROSS SCOTLAND ON MONDAY MORNING, BECOMING SLOW MOVING OVER THE NORWEGIAN SEA ON TUESDAY."
"12Aug2001_13.prn","F4",12/8/2001 13:00:00,"normal","1.INFERENCE 1200 GMT, SUNDAY,           12-Aug   2001 LOW 992MB, 180NM NORTH OF SHETLAND, WILL GRADUALLY FILL AS IT DRIFTS NORTHEAST INTO THE NORWEGIAN SEA.   AN ATLANTIC WARM FRONTAL TROUGH WILL MOVE ENE ACROSS SCOTLAND TONIGHT AND THE NORTH SEA TOMORROW. ASSOCIATED COLD FRONT WILL MOVE EAST ACROSS SCOTLAND DURING TOMORROW MORNING, THEN IS EXPECTED TO BECOME SLOW MOVING FROM SOUTHERN NORWAY THROUGH THE NORTHERN NORTH SEA TO NORTHEAST SCOTLAND BY TUESDAY AFTERNOON. -"
"12Dec2000_03.prn","F3",12/12/2000 03:00:00,"normal","1.INFERENCE 0300 GMT, TUESDAY,          12-Dec   2000 THE FRONTAL WAVE NOW AFFECTING THE SOUTHERN NORTH SEA WILL CONTINUE TO MOVE AWAY ENE'WARDS.A COMPLEX LOW PRESSURE AREA DOMINATES THE SEA AREA TO THE WEST OF THE U.K. A DEEPENING LOW CENTRE WILL MOVE NE,EXPECTED (978 MB) OFF SW IRELAND BY MIDDAY,REACHING CAPE WRATH (966 MB) BY LATE THIS EVENING THEN MOVING SLOWLY ENE,STARTING TO FILL ON THURSDAY,EXPECTED (977 MB),62N 005E,BY LATE THURSDAY. A VIGOROUS BACK BENT OCCLUSION WILL CAUSE GALES OR SEVERE GALES IN THE IRISH SEA AND SOUTH OF IRELAND LATER THIS AFTERNOON/EVENING AFFECTING THE NORTH SEA WEDNESDAY MORNING."
"12Dec2000_14.prn","F5",12/12/2000 12:00:00,"normal","1.INFERENCE 1200 GMT, TUESDAY,          12-Dec   2000 A DEVELOPING LOW WILL MOVE RAPIDLY NE, CROSSING SOUTHERN SCOTLAND THIS EVENING THEN MOVING NE TO LIE EAST OF SHETLAND BY MIDDAY TOMORROW. THE LOW WILL THEN MOVE MORE SLOWLY NE UP THE NORWEGIAN COAST TOMORROW NIGHT AND ON THURSDAY."
"12Dec2001_00.prn","F1",12/12/2001 03:00:00,"normal","1.INFERENCE 0300 GMT, WEDNESDAY,        12-Dec   2001 HIGH CENTRED OVER SCOTLAND AND COVERING THE NORTHERN NORTH SEA WILL BE SLOW MOVING FOR THE NEXT FEW DAYS.  -"
"12Dec2001_13.prn","F2",12/12/2001 12:00:00,"normal","1.INFERENCE 1200 GMT, WEDNESDAY,        12-Dec   2001 HIGH 1040 MB OVER NE SCOTLAND WILL DRIFT NORTHEAST TO THE EAST SHETLAND BASIN BY FRIDAY. ATLANTIC FRONTS WILL REMAIN BLOCKED WELL TO THE WEST OF THE BRITISH ISLES."
"12Feb2002_04.prn","F4",12/2/2002 03:00:00,"normal","1.INFERENCE 0300 GMT, TUESDAY,          12-Feb   2002 AN AREA OF LOW PRESSURE, OVER SOUTHERN NORWAY AND CENTRAL SWEDEN, WILL MOVE EAST INTO RUSSIA BY WEDNESDAY. A BROAD TROUGH OF LOW PRESSURE, OVER SCOTLAND AND NORTHERN NORTH SEA, WILL MOVE SOUTH INTO THE CONTINENT BY WEDNESDAY AFTERNOON. A RIDGE OF HIGH PRESSURE WILL BUILD FROM JUST WEST OF SCOTLAND TO THE WESTERN NORWEGIAN SEA BY WEDNESDAY AFTERNOON, DECLINING EAST INTO SCANDINAVIA ON THURSDAY. AN ATLANTIC FRONTAL TROUGH WILL MOVE EAST ACROSS THE NORWEGIAN SEA AND SCOTLAND DURING THURSDAY AFTERNOON AND EVENING. -"
"12Feb2002_14.prn","F1",12/2/2002 12:00:00,"normal","1.INFERENCE 1200 GMT, TUESDAY,          12-Feb   2002 A BROAD TROUGH LYING EAST-WEST ACROSS THE CENTRAL NORTH SEA WILL MOVE SLOWLY SSE. A RIDGE FROM MID-ATLANTIC ACROSS ICELAND TO THE NORWEGIAN SEA WILL MOVE STEADILY SE TO BE LYING ACROSS THE BRITISH ISLES AND NORTHERN NORTH SEA BY LATER TOMORROW. A FRONT WILL MOVE ESE AND WILL CROSS THE NORTHERN NORTH SEA LATER THURSDAY/EARLY FRIDAY.  -"
"12Jan2001_02.prn","F1",12/1/2001 03:00:00,"normal","1.INFERENCE 0300 GMT, FRIDAY,           12-Jan   2001 HIGH CENTRED OVER NORTHERN SCOTLAND WILL MOVE SLOWLY EAST TO BE TO OVER THE CENTRAL NORTH SEA BY LATER TOMORROW. THE HIGH WILL DRIFT EAST TO BE OVER SOUTHERN SWEDEN BY LATER SUNDAY. LOW PRESSURE SYSTEMS AND ASSOCIATED FRONTS WILL BE KEPT AWAY FROM THE NORTH SEA BY THE HIGH.  -"
"12Jan2001_13.prn","F4",12/1/2001 12:00:00,"normal","1.INFERENCE 1200 GMT, FRIDAY,           12-Jan   2001 HIGH PRESSURE, OVER SOUTHERN NORWAY WILL PERSIST WITH NEW CENTRE DEVELOPING JUST WEST OF DENMARK BY EARLY TOMORROW, THEN DRIFTING INTO THE CENTRAL NORTH SEA BY SUNDAY, THEN SOTHEAST INTO NORTHERN GERMANY BY MONDAY. -"
